,League,Team,Country,Rating,Age,Years,AAV
Darryl Bell,Ethiopia,Nekemte,Ethiopia,39.86449103954313,3,1,0.40000000000000013
Heather Beaton,Kazakhstan,Atyrau,United Kingdom,39.85852943948697,2,2,1.1999999999999997
Louise Shambo,Nigeria,Owerri,Japan,39.85199425719324,2,2,0.3999999999999999
Margaret Delarosa,Norway,Molde,Germany,39.835032346631245,3,1,0.6666666666666667
Richard Heinz,Turkey,Umraniye,Japan,39.82909282255284,4,3,1.6333333333333333
Michelle Ruiz,Algeria,Skikda,Brazil,39.814596283116884,2,2,0.7
Antonio Clark,Ethiopia,Hawassa,China,39.791585292977345,4,3,1.6666666666666667
Justin Fitzgerald,Saudi Arabia,Jizan,Netherlands,39.77916773704909,10,3,1.5999999999999999
Michael Berenbaum,Chile,Punta Arenas,Japan,39.77858721628075,2,2,1.4000000000000001
Frank Justus,Turkey,Malatya,China,39.768513721171544,4,3,1.6333333333333333
Sandra Terrell,Kazakhstan,Pavlodar,India,39.759606016179774,3,1,0.6666666666666667
Norma Abbott,South Africa,Krugersdorp,Italy,39.75554660567378,3,1,1.0
Vicki Paton,Ethiopia,Jijiga,United Kingdom,39.75081273851424,3,1,0.29999999999999993
Christopher Lawson,Peru,Iquitos,China,39.748465553422214,3,1,1.0
Keith Brice,Mexico,Acapulco,Hong Kong,39.74297611904448,7,1,1.7999999999999994
Rocco Campos,Colombia,Valledupar,Australia,39.714096435421794,3,1,0.6
William Anthony,Hong Kong,Wan Chai,Hong Kong,39.698906998351156,2,2,0.8999999999999999
James Morgan,Switzerland,Chur,Italy,39.693407798685755,8,2,2.6666666666666665
Greg Galiano,United Arab Emirates,Al Quoz,United Arab Emirates,39.68819334815224,8,2,2.7
Roosevelt Pasche,Greece,Patras,Greece,39.67707718156466,2,2,0.9722222222222223
Amy Crespo,Pakistan,Islamabad,Pakistan,39.67412427231738,3,3,1.6666666666666667
Sally Mitchell,Saudi Arabia,Abha,France,39.66364473540534,4,3,1.6333333333333333
Teresa Lampe,Australia,Bendigo,Germany,39.658697108725974,10,3,1.4444444444444446
Anthony Batty,Slovakia,Michalovce,China,39.65285309021294,2,2,1.2000000000000002
Fernando Pratt,United Arab Emirates,Al Quoz,Italy,39.64714252056784,2,2,0.9000000000000001
Mary Henderson,Bangladesh,Chandpur,Russia,39.635173820720176,3,1,0.4666666666666666
David Williams,Saudi Arabia,Jizan,United States,39.63328145944049,2,2,0.8000000000000003
Albert Cirone,Angola,Benguela,China,39.594340464781574,2,2,1.1999999999999997
Elaine Gelabert,Egypt,Damanhur,Portugal,39.55933262122096,2,2,0.19999999999999996
Freida Lambert,Iraq,Karbala,Spain,39.553577992613384,2,2,1.4000000000000001
Scott Smith,Kenya,Kisumu,India,39.526525686194226,2,2,1.1666666666666665
Joshua Arteaga,Finland,Hameenlinna,France,39.524747141014764,2,2,1.0
James Baum,Saudi Arabia,Hail,Indonesia,39.51803230673499,4,3,1.5999999999999999
Gary Wight,Portugal,Faro,Japan,39.46103848921674,4,3,1.6666666666666667
Jason Perez,South Korea,Anyang,South Korea,39.39521260241267,9,1,6.666666666666667
Krystal Kestler,Ireland,Navan,Germany,39.38489152687604,4,3,1.5999999999999999
Jason Caldwell,Vietnam,Bac Ninh,Japan,39.36785070324767,2,2,0.8999999999999999
Joan Ribron,Morocco,Agadir,Italy,39.33755455819287,2,2,1.0
Mary Talkington,Algeria,Djelfa,United Kingdom,39.31420328894072,2,2,1.2000000000000002
Brian Parker,Hungary,Dunaujvaros,Indonesia,39.30312611509607,3,1,0.40000000000000013
Billye Merrow,France,Nantes,Netherlands,39.30306039863259,9,1,10.350000000000001
Viola Dykstra,Romania,Ramnicu Valcea,China,39.301325692508534,6,1,1.7777777777777777
David Mozie,Morocco,Oujda,Italy,39.21519555413605,2,2,1.1999999999999997
Edith Beasley,Hong Kong,Tsuen Wan,Mexico,39.184907232422994,10,3,1.666666666666667
Donna Fernandez,Oman,Khasab,India,39.18137708010942,3,1,0.23333333333333334
Cindy Taylor,Philippines,Cebu City,Canada,39.147108557870595,10,3,1.6666666666666665
Colleen Dykstra,Chile,Coquimbo,Chile,39.136637113287726,2,2,1.0666666666666667
Robert Horton,Ecuador,Esmeraldas,Brazil,39.11917654221991,3,1,0.2999999999999998
Bernard Garza,Kenya,Kikuyu,Nigeria,39.111555935225134,2,2,1.1999999999999997
Ruth Fuller,Saudi Arabia,Qassim,France,39.097934166369505,8,2,2.8000000000000003
Marcus Westfall,Australia,Cairns,Netherlands,39.096027993381455,7,3,1.4000000000000004
James Vasquez,Philippines,Antipolo,Brazil,39.0862981273962,10,3,1.6666666666666665
George Raffa,Poland,Rzeszow,Brazil,39.072994255802435,11,2,4.666666666666667
Timothy Peterson,Greece,Patras,Mexico,39.04452484826543,3,1,0.6712962962962963
John Wegner,Finland,Vaasa,France,39.04039766287113,4,3,1.6666666666666667
Jim Young,Ethiopia,Gondar,Russia,39.022125422943766,2,2,1.0
Tony Fugitt,Portugal,Sintra,Germany,39.01600356294325,4,3,1.6666666666666665
Martha Raleigh,Czech Republic,Havirov,Japan,39.009051331304924,10,3,1.6666666666666667
Howard Jones,Ethiopia,Bishoftu,Italy,38.99397990671423,3,1,0.29999999999999993
Damon James,Egypt,Fayyum,Italy,38.97155613424117,3,1,0.40000000000000013
William Sharpe,Philippines,Parañaque,France,38.968238387124764,6,1,1.6000000000000005
Mark Mclemore,Greece,Piraeus,Canada,38.95491016604533,2,2,0.7
Karen Owens,Ukraine,Lviv,Turkey,38.94511011791843,6,1,1.7999999999999998
Beatrice Berlinger,Slovakia,Komarno,France,38.944209319773975,3,1,0.29999999999999993
Gary Mach,South Africa,Benoni,Italy,38.93971588947894,2,2,1.1999999999999997
Ron Whipple,Finland,Seinajoki,United Kingdom,38.92721134556197,4,3,1.6666666666666667
Kent Erlewine,Ukraine,Lviv,Turkey,38.90843047171074,2,2,1.2000000000000002
Frank Bunn,Nigeria,Warri,Nigeria,38.874030062974946,2,1,0.5999999999999996
Beatrice Verner,Egypt,Damanhur,China,38.86905538739312,3,1,0.40000000000000013
Arthur Sanborn,Kuwait,Bayan,Germany,38.81084810758472,3,1,0.4666666666666666
Otto Griffith,Ireland,Athlone,United Kingdom,38.80967429797005,2,2,0.8000000000000002
Julius Franklin,Angola,Lubango,China,38.78530471145011,3,1,0.6666666666666667
Susan Mcgrew,Peru,Ayacucho,Brazil,38.77454511108079,3,1,0.40000000000000013
Ashley Howard,Poland,Poznan,China,38.76058699596009,9,1,9.0
Henry Eastman,Kenya,Ruiru,India,38.7508249544685,3,1,0.6666666666666667
Joe Lee,Malaysia,Seremban,Italy,38.74536934688143,8,2,3.0
Rachel Long,Ukraine,Vinnytsia,China,38.72546547924703,3,1,0.29999999999999993
Rebecca Griffith,Czech Republic,Kladno,Switzerland,38.706830793996474,4,3,1.6666666666666667
Kenneth Mitchell,Greece,Acharnes,Italy,38.69885183184384,3,1,0.40000000000000013
Yolanda Raxter,New Zealand,Timaru,Japan,38.69209704563596,3,1,0.40000000000000013
Arthur Hill,Portugal,Vila Nova de Gaia,Germany,38.68186900282334,9,1,10.733333333333334
Valerie Gibbs,Nigeria,Jos,Nigeria,38.68048049275098,10,3,1.5
Maxine Sutton,Indonesia,Batam,Indonesia,38.653395786903815,11,1,8.333333333333334
Ursula Tarr,Ecuador,Esmeraldas,India,38.64067730083214,2,2,1.4000000000000001
Chad Alonso,Iraq,Nasiriyah,Russia,38.6338925091443,3,1,0.6
Charles Childs,Singapore,Toa Payoh,Japan,38.607070993956064,2,2,0.5
Beatrice Graham,Algeria,Biskra,Germany,38.580388440287024,3,1,0.6
Jason Brunet,Ethiopia,Bishoftu,Spain,38.5654876330116,5,2,1.4000000000000001
Rebecca Bernat,Egypt,Luxor,United Kingdom,38.54461048976768,3,1,0.5
John Todd,Denmark,Sønderborg,Australia,38.54200593937153,3,1,0.2999999999999998
Norma Grimley,Hong Kong,Hung Hom,Saudi Arabia,38.5397779619203,3,1,0.40000000000000013
Seth Kraeger,Nigeria,Ilorin,Nigeria,38.52151836217383,7,3,1.5
Charles Strand,Ecuador,Cuenca,United Kingdom,38.512896731749066,2,2,1.333333333333333
Amanda Daggett,Romania,Iasi,Japan,38.48825986981955,8,2,2.9333333333333336
Melinda Nava,Peru,Juliaca,Poland,38.44984664520824,3,1,0.2999999999999998
Misty Jones,Canada,Vancouver,Canada,38.438540257592656,11,2,3.5
Michael Rouleau,New Zealand,Whanganui,India,38.437842761627266,2,2,0.8999999999999999
Meta Mahoney,Vietnam,Nam Dinh,China,38.426076598333594,3,1,0.40000000000000013
Winston Dixon,Canada,Edmonton,Singapore,38.42038069937458,9,1,9.066666666666666
Marilyn Cannata,Czech Republic,Prague,Germany,38.417421791476194,9,1,8.099999999999994
Stan Johnston,Romania,Buzau,Ukraine,38.37115962410091,4,3,1.6666666666666667
Pauline Rudolph,Colombia,Pereira,China,38.341649165529134,2,2,1.4000000000000001
Michael Dame,Czech Republic,Olomouc,Mexico,38.310274581729246,2,2,1.2000000000000002
Charles Jennings,Belgium,Leuven,Iraq,38.27818270820294,8,1,4.0
Annie Stratton,Kenya,Thika,China,38.2726659334189,3,1,0.6
David Kelley,Romania,Craiova,South Korea,38.26886455883429,10,3,1.6666666666666665
Adrienne Miller,Argentina,Quilmes,Austria,38.26293319666624,9,1,3.7333333333333334
Eva Rogers,Colombia,Medellín,United States,38.261916420209495,11,2,3.1999999999999997
Mamie Hannon,Ukraine,Luhansk,Italy,38.25385238029034,3,1,0.33333333333333337
Diane Bingham,Algeria,Bejaia,United States,38.21733738461492,2,2,0.7
Sonja Bishop,Colombia,Valledupar,United States,38.20243458827205,2,2,0.7
Michael Parker,Denmark,Aarhus,United States,38.131740616385585,11,2,4.444444444444445
Larry Salisbury,Finland,Joensuu,France,38.08137644375973,4,3,1.6666666666666667
Kelly Vanderschel,Hong Kong,Tsuen Wan,China,38.061215484626196,2,2,1.222222222222222
Miguel Whitford,Chile,Iquique,China,38.05079362740238,2,2,1.1999999999999997
Katie Warner,Austria,Bregenz,Germany,37.98583786813766,2,2,0.8000000000000002
Justin Frew,Ukraine,Sevastopol,Germany,37.96995465289704,3,1,0.6
Clifton Jaramillo,Kazakhstan,Kostanay,Singapore,37.954926505279815,3,1,0.29999999999999993
Amy Browen,Chile,Temuco,Nigeria,37.9092276656791,6,1,1.7999999999999998
Samuel Brown,South Africa,Vereeniging,Romania,37.90649828368214,2,2,0.8999999999999999
Kristen Sharma,Vietnam,Rach Gia,India,37.88877858219672,3,1,0.4000000000000001
Marcia Germy,Norway,Haugesund,Norway,37.887625892280994,10,3,1.4
Margaret Hibbs,Thailand,Rayong,Thailand,37.871610186181734,2,2,0.8999999999999999
Peggy Johnson,Hungary,Nyiregyhaza,United States,37.824648035060875,3,1,0.6666666666666667
Trang Normand,Kuwait,Mubarak Al-Kabeer,United States,37.798295522436376,2,2,0.874074074074074
Robert Huffman,Kenya,Naivasha,Kenya,37.73918300120526,3,1,0.4000000000000001
Cathy Weaver,Brazil,Fortaleza,India,37.714797905213814,9,1,4.725925925925926
Kellie Brinkley,Algeria,Bejaia,Italy,37.66088052190067,3,1,0.29999999999999993
Sylvia Sullivan,Portugal,Faro,United States,37.66028180789712,2,2,1.0
Raymond Reighard,Austria,Leonding,Austria,37.65554402541466,2,2,0.8000000000000003
Natosha Hirsh,South Africa,Krugersdorp,Finland,37.633649769350086,2,2,0.8999999999999999
Lupe Campbell,Brazil,Campo Grande,Bangladesh,37.61253371064525,11,1,5.703703703703703
Steve Coleman,Canada,Surrey,Denmark,37.59655156673916,8,2,3.0
Norman Reagan,Kazakhstan,Karaganda,China,37.540580643929296,2,2,1.2000000000000002
Rhonda Galvan,Saudi Arabia,Abha,France,37.51677759200943,2,2,0.7000000000000002
Walter Pillsbury,Hong Kong,Aberdeen,Austria,37.51576850923716,3,1,0.40000000000000013
Regina James,Ethiopia,Jimma,Brazil,37.44972736835156,2,2,1.1999999999999997
Donna Harris,Pakistan,Sargodha,China,37.44850025913753,2,2,0.5
Margaret Perez,Angola,Xangongo,United States,37.44273627762942,3,1,0.23333333333333334
Ellen Goolesby,Peru,Trujillo,Germany,37.43988471170839,8,1,3.3333333333333335
Helen Francis,Pakistan,Rahim Yar Khan,Japan,37.388781009537766,3,1,0.40000000000000013
Luisa Holmes,Chile,Puerto Montt,Mexico,37.36458239849831,4,3,1.6666666666666667
Brandy Jacobson,Denmark,Helsingør,Indonesia,37.339928974758124,7,3,1.6666666666666665
Min Grant,Portugal,Aveiro,Iraq,37.32206172552952,4,3,1.6666666666666667
Todd Higginson,Spain,Vigo,Italy,37.32083253333856,10,2,3.1111111111111107
John Knoll,Egypt,Asyut,Italy,37.301415009972786,3,1,0.5
Michael Foster,Mexico,Saltillo,Mexico,37.30138284014102,11,1,6.6
Donnell Vullo,United Arab Emirates,Dibba Al-Hisn,United Arab Emirates,37.29960805920883,2,2,0.9333333333333332
Lena Mcgirt,Kuwait,Salmiya,Germany,37.29839264433347,5,2,1.4000000000000001
Sharon Murphy,Qatar,Madinat Khalifa,Italy,37.296202061166866,2,2,0.19999999999999996
Pauline Navarro,Portugal,Viseu,Sweden,37.292512378181435,2,2,1.1999999999999997
Daniel Mcgill,Ecuador,Milagro,United States,37.26796296889347,3,1,0.2999999999999998
Edwina Denker,Finland,Turku,China,37.267761688724796,9,1,5.6000000000000005
Patrick Smith,Angola,Cabinda,Russia,37.2628256522284,4,3,1.6666666666666667
Gilberto Howard,Peru,Trujillo,France,37.23909656505783,10,3,1.6666666666666665
Sharilyn Stith,Egypt,Ismailia,India,37.20963770026236,2,2,0.8999999999999999
Saul Garcia,Iraq,Najaf,South Korea,37.17331705504169,2,2,0.7
Marilyn Sanchez,Austria,Villach,Austria,37.16943459476111,10,3,1.3333333333333335
John Carter,Ethiopia,Dessie,Germany,37.132504397009896,3,1,0.6666666666666667
Christoper Valenzvela,Mexico,Zapopan,Mexico,37.112821180321156,11,1,3.3000000000000007
Angela Larkin,Kazakhstan,Kokshetau,Germany,37.08327114128911,3,1,0.40000000000000013
Judy Solis,Romania,Buzau,China,37.053827455541,2,2,1.0
Bridgett Bass,Qatar,Al Aziziyah,Argentina,37.011704329768975,3,1,0.40000000000000013
Mary Cochran,Austria,Innsbruck,India,37.006612351131984,9,1,6.044444444444444
Matthew Hernandez,Romania,Baia Mare,United Arab Emirates,36.97799405191479,4,3,1.6666666666666665
Patrick Olson,Ireland,Bray,Brazil,36.95791882448881,6,1,1.3999999999999995
Cornelia Abrego,Oman,Ibra,France,36.8937909606419,3,1,0.33333333333333337
Patrick Emmert,Kazakhstan,Petropavl,Germany,36.879556464415195,2,2,1.4000000000000001
Reynaldo Vang,Denmark,Hillerød,China,36.874710081297295,2,2,1.1999999999999997
Richard Stauffer,Kazakhstan,Temirtau,Nigeria,36.858303847332536,3,1,0.29999999999999993
Britney Pack,Singapore,Bishan,Singapore,36.851680256495335,2,2,0.9333333333333335
Cami Kuszynski,Ukraine,Sevastopol,Ireland,36.849955523814096,2,2,0.7
Charlie Tokarski,Kazakhstan,Taraz,Kazakhstan,36.84788481885596,2,1,0.8888888888888891
Steve George,Kenya,Eldoret,Indonesia,36.836993699492574,2,2,1.0
Amy Bulson,Argentina,Neuquen,Argentina,36.80198787622238,10,2,2.333333333333333
Claire Foote,Ecuador,Machala,South Korea,36.80074982233792,4,3,1.5555555555555554
Tatiana Erickson,Czech Republic,Jihlava,United States,36.74622075462249,2,2,1.1999999999999997
Shameka Johnson,Qatar,Fereej Bin Mahmoud,Israel,36.72517022687463,3,1,0.23333333333333334
Verna Anchors,Kazakhstan,Turkestan,Argentina,36.71715506465169,3,1,0.29999999999999993
Oliver Streater,South Africa,Bloemfontein,Japan,36.67734487920938,2,2,0.8999999999999999
Rhiannon Allen,Finland,Hameenlinna,United Kingdom,36.64602032232561,10,3,1.6666666666666667
Jeffrey Schiller,Finland,Lappeenranta,South Korea,36.584774763144075,4,3,1.6666666666666667
Cecil Booker,Algeria,Tlemcen,France,36.558065173274855,3,1,0.40000000000000013
David Hiner,Denmark,Holstebro,Algeria,36.55726853509218,10,3,1.6666666666666667
Santiago Sampson,South Africa,Richards Bay,India,36.52883568491031,3,1,0.5
Clifton Brown,Slovakia,Nove Zamky,Germany,36.45638134498157,2,2,1.4000000000000001
Mary Shockley,Peru,Piura,France,36.42825420379101,2,2,1.2000000000000002
Kenneth Hines,Norway,Skien,Italy,36.37968411291084,8,2,2.8000000000000007
Susan Lewis,Argentina,Moreno,United States,36.37264121012254,11,2,3.9000000000000004
Nancy Gonzales,Czech Republic,Opava,Germany,36.35599423918145,2,2,1.1999999999999997
Bernard Smith,Bangladesh,Rajshahi,Russia,36.34040258106483,2,2,0.7777777777777777
Robert Koch,Romania,Constanta,Japan,36.315174214494924,11,2,4.4
Jane Perry,Kenya,Ruiru,Kenya,36.30968560401218,2,2,1.0
Mabel Nichols,Iraq,Tikrit,Germany,36.30507190036214,3,1,0.3777777777777777
Wilbur Demik,Algeria,Biskra,Spain,36.29260747750342,2,2,0.7
Irene Gadwah,Portugal,Setúbal,Italy,36.28528944739039,11,2,4.166666666666667
Gertrude Biggs,Turkey,Trabzon,Turkey,36.244107359439525,2,1,0.48888888888888893
Suzanne Reyes,Australia,Townsville,Australia,36.19311301649528,11,2,2.3999999999999995
Richard Willis,Hungary,Eger,Germany,36.17899324808113,3,1,0.33333333333333337
Patricia Ibarra,Ecuador,Nueva Loja,India,36.1278778221866,2,2,0.20000000000000004
Carl Velarde,Ecuador,Loja,United States,36.11148570595771,3,1,0.29999999999999993
Paul Peffley,Hungary,Szombathely,Germany,36.05464193907841,2,2,0.7
Timmy Settles,Egypt,Asyut,Malaysia,36.041108244976236,2,2,0.8999999999999999
Laila Mercier,Qatar,The Pearl,United Kingdom,36.03150267314991,3,1,0.40000000000000013
Cyrus Herman,Austria,Innsbruck,Canada,35.992479829015465,11,1,5.288888888888889
Elizabeth Kraemer,Oman,Bahla,Spain,35.883628082508935,3,1,0.23333333333333334
John Jessee,Malaysia,Kajang,United States,35.830166722643156,10,3,1.6666666666666665
Stacey Mooney,Mexico,Mexicali,Mexico,35.778016492183205,10,2,1.8999999999999986
Gina Cardin,Angola,Soyo,Mexico,35.72287674522899,2,2,0.20000000000000007
Andrew Vine,Chile,Rancagua,Poland,35.70560505930007,2,2,1.0
Joseph Roberts,Hungary,Szekesfehervar,Indonesia,35.700799308546614,2,2,1.2000000000000002
Donald Wheaton,Ethiopia,Mekele,Ethiopia,35.67999042036666,2,2,0.8888888888888891
Ella Byrd,South Africa,Newcastle,Philippines,35.66235749485245,2,2,0.8999999999999999
Zachariah Ellison,Kenya,Kisumu,United Kingdom,35.58810293759967,8,2,2.3333333333333335
Harold Moore,Oman,Al Khaburah,Nigeria,35.58698955956479,3,1,0.40000000000000013
Donald Defranco,Ecuador,Manta,Japan,35.58428502334297,3,1,0.6
Anthony Merrill,Algeria,Bejaia,Japan,35.548839154343554,3,1,0.6
Teddy Cobb,Thailand,Phitsanulok,Thailand,35.53933528096066,2,2,0.9555555555555556
Leon Burk,Sweden,Boras,United Kingdom,35.53662218179003,8,2,1.6888888888888887
James Klein,Kuwait,Salmiya,China,35.53604072928188,3,1,0.2999999999999998
Rebecca Dresser,Switzerland,La Chaux-de-Fonds,France,35.524669806195426,11,2,4.05
Carrie Mckinley,Czech Republic,Zlín,United States,35.521845101496204,4,3,1.6666666666666667
Edith Frost,South Africa,Port Elizabeth,Mexico,35.51710952070749,2,2,1.2000000000000002
Sarah Witkowski,Finland,Rovaniemi,Germany,35.48705680631591,10,3,1.6666666666666667
James Grammer,South Africa,Pietermaritzburg,Poland,35.47248197602661,2,2,1.0666666666666669
Janice Horne,Vietnam,Long Xuyen,India,35.44780418497602,3,1,1.0
Catherine Moses,New Zealand,Tauranga,Germany,35.427127537788515,4,3,1.5
Derrick Gordon,Austria,Villach,Austria,35.416170636173014,8,1,2.6666666666666665
Shawn Banter,Hungary,Kecskemet,Indonesia,35.408745220731255,2,2,1.1999999999999997
Christopher King,Kazakhstan,Ust-Kamenogorsk,Switzerland,35.404295678211604,2,2,1.1999999999999997
Daniel Brown,Peru,Puno,Italy,35.36337617251641,3,1,0.40000000000000013
Michael Kowalski,Angola,Cabinda,France,35.312447526022794,2,2,1.0
David Dudek,Thailand,Ubon Ratchathani,Russia,35.308979161801226,2,2,0.7111111111111112
Robert Cosey,Philippines,Taguig,Canada,35.28191330337251,8,2,3.0
Charity Emerson,Bangladesh,Comilla,Australia,35.26858425952817,2,2,0.8999999999999999
Shirley Hurtubise,Hong Kong,Shau Kei Wan,France,35.265497729850374,3,1,0.40000000000000013
Carroll Davis,Poland,Czestochowa,China,35.25674286107125,11,2,5.133333333333334
Ann Thompson,Austria,Sankt Polten,Canada,35.209005128866835,2,2,0.9333333333333333
Steven Heyward,Kuwait,Al Ahmadi,Kuwait,35.18776280015713,2,1,1.1666666666666665
Alexander Brickner,Vietnam,Vinh,Japan,35.16768761003985,2,2,0.8999999999999999
Dee Wilson,Algeria,Batna,Mexico,35.1166705364809,3,1,0.6666666666666667
Nina Taylor,Malaysia,Ampang Jaya,United Kingdom,35.10613527495131,11,2,3.7037037037037037
Gina Brand,Angola,Longonjo,Russia,35.094051124072145,3,1,0.23333333333333334
Timothy Hardy,Ukraine,Luhansk,Israel,35.088615090245455,2,2,1.4
Kari Rome,Austria,Traun,Austria,35.05796759093354,2,1,0.5
Mittie Beauvais,Finland,Mikkeli,Netherlands,35.02607121037312,2,2,1.0666666666666667
David Costa,Ukraine,Symferopol,United Kingdom,34.97898375526792,3,1,0.2666666666666666
Berta Rios,Thailand,Nakhon Pathom,United States,34.9762991521273,2,2,0.7999999999999998
Gerald Phariss,Slovakia,Komarno,Indonesia,34.948395411078096,2,2,1.2000000000000002
Ida Witt,Peru,Cusco,United States,34.945748654027184,9,3,1.6666666666666667
Kevin Royer,Kenya,Garissa,South Korea,34.929910146626995,3,1,0.33333333333333337
Gerald Nguyen,Chile,Villa Alemana,Germany,34.89247718810111,3,1,1.0
Rosanne Marion,Austria,Klosterneuburg,Austria,34.875755275478596,2,2,0.8000000000000003
Christopher Smith,Kuwait,Ar Riqqah,Poland,34.85092780584128,2,2,0.20000000000000004
Jolene Perez,South Africa,Boksburg,China,34.8450916819419,2,2,0.8999999999999999
Annie Cervantes,Poland,Torun,Czech Republic,34.79763285222371,11,2,2.333333333333333
